COUNTRY,LOWER_OR_SINGLE_HOUSE_ELECTIONS,LOWER_OR_SINGLE_HOUSE_SEATS,LOWER_OR_SINGLE_HOUSE_WOMEN,LOWER_OR_SINGLE_HOUSE_PERCENT_W,UPPER_HOUSE_OR_SENATE_ELECTIONS,UPPER_HOUSE_OR_SENATE_SEATS,UPPER_HOUSE_OR_SENATE_WOMEN,UPPER_HOUSE_OR_SENATE_PERCENT_W
Equatorial Guinea,2004-04-01,100.0,18.0,18.0,1970-01-01,0.0,0.0,0.0
Venezuela,2005-12-01,167.0,30.0,18.0,1970-01-01,0.0,0.0,0.0
Mauritania,2006-11-01,95.0,17.0,17.9,1970-01-01,0.0,0.0,0.0
Sudan,2005-08-01,450.0,80.0,17.8,2005-08-01,50.0,2.0,40.0
Tajikistan,2005-02-01,63.0,11.0,17.5,2005-03-01,34.0,8.0,235.0
Uzbekistan,2004-12-01,120.0,21.0,17.5,2005-01-01,100.0,15.0,150.0
Italy,2006-04-01,630.0,109.0,17.3,2006-04-01,322.0,44.0,137.0
Mauritius,2005-07-01,70.0,12.0,17.1,1970-01-01,0.0,0.0,0.0
Bolivia,2005-12-01,130.0,22.0,16.9,2005-12-01,27.0,1.0,37.0
El Salvador,2006-03-01,84.0,14.0,16.7,1970-01-01,0.0,0.0,0.0
Panama,2004-05-01,78.0,13.0,16.7,1970-01-01,0.0,0.0,0.0
Zimbabwe,2005-03-01,150.0,25.0,16.7,2005-11-01,66.0,23.0,348.0
United States of America,2006-11-01,435.0,71.0,16.3,2006-11-01,100.0,16.0,160.0
Turkmenistan,2004-12-01,50.0,8.0,16.0,1970-01-01,0.0,0.0,0.0
Czech Republic,2006-06-01,200.0,31.0,15.5,2006-10-01,81.0,12.0,148.0
Cape Verde,2006-01-01,72.0,11.0,15.3,1970-01-01,0.0,0.0,0.0
Philippines,2004-05-01,236.0,36.0,15.3,2004-05-01,24.0,4.0,167.0
Nicaragua,2006-11-01,92.0,14.0,15.2,1970-01-01,0.0,0.0,0.0
Bangladesh ,2001-10-01,345.0,52.0,15.1,1970-01-01,0.0,0.0,0.0
Angola,1992-09-01,220.0,33.0,15.0,1970-01-01,0.0,0.0,0.0
Chile,2005-12-01,120.0,18.0,15.0,2005-12-01,38.0,2.0,53.0
Zambia,2006-09-01,157.0,23.0,14.6,1970-01-01,0.0,0.0,0.0
Sierra Leone,2002-05-01,124.0,18.0,14.5,1970-01-01,0.0,0.0,0.0
Bosnia and Herzegovina,2006-10-01,42.0,6.0,14.3,2002-10-01,15.0,1.0,67.0
Cyprus,2006-05-01,56.0,8.0,14.3,1970-01-01,0.0,0.0,0.0
Israel,2006-03-01,120.0,17.0,14.2,1970-01-01,0.0,0.0,0.0
Guinea-Bissau,2004-03-01,100.0,14.0,14.0,1970-01-01,0.0,0.0,0.0
Malawi,2004-04-01,191.0,26.0,13.6,1970-01-01,0.0,0.0,0.0
Republic of Korea,2004-04-01,299.0,40.0,13.4,1970-01-01,0.0,0.0,0.0
Barbados,2003-05-01,30.0,4.0,13.3,2003-05-01,21.0,5.0,238.0
Ireland,2002-05-01,166.0,22.0,13.3,2002-07-01,60.0,10.0,167.0
Gambia,2002-01-01,53.0,7.0,13.2,1970-01-01,0.0,0.0,0.0
Greece,2004-03-01,300.0,39.0,13.0,1970-01-01,0.0,0.0,0.0
Dominica,2005-05-01,31.0,4.0,12.9,1970-01-01,0.0,0.0,0.0
Gabon,2006-12-01,120.0,15.0,12.5,2003-02-01,91.0,14.0,154.0
Liberia,2005-10-01,64.0,8.0,12.5,2005-10-01,30.0,5.0,167.0
Niger,2004-11-01,113.0,14.0,12.4,1970-01-01,0.0,0.0,0.0
France,2002-06-01,574.0,70.0,12.2,2004-09-01,331.0,56.0,169.0
Slovenia,2004-10-01,90.0,11.0,12.2,,40.0,3.0,75.0
Maldives,2005-01-01,50.0,6.0,12.0,1970-01-01,0.0,0.0,0.0
Serbia,2003-12-01,250.0,30.0,12.0,1970-01-01,0.0,0.0,0.0
Syrian Arab Republic,2003-03-01,250.0,30.0,12.0,1970-01-01,0.0,0.0,0.0
Burkina Faso,2002-05-01,111.0,13.0,11.7,1970-01-01,0.0,0.0,0.0
Jamaica,2002-10-01,60.0,7.0,11.7,2002-10-01,21.0,4.0,190.0
Lesotho,2002-05-01,120.0,14.0,11.7,1970-01-01,33.0,12.0,364.0
San Marino,2006-06-01,60.0,7.0,11.7,1970-01-01,0.0,0.0,0.0
Azerbaijan,2005-11-01,124.0,14.0,11.3,1970-01-01,0.0,0.0,0.0
Indonesia,2004-04-01,550.0,62.0,11.3,1970-01-01,0.0,0.0,0.0
Romania,2004-11-01,331.0,37.0,11.2,2004-11-01,137.0,13.0,95.0
Botswana,2004-10-01,63.0,7.0,11.1,1970-01-01,0.0,0.0,0.0
Uruguay,2004-10-01,99.0,11.0,11.1,2004-10-01,31.0,3.0,97.0
Ghana,2004-12-01,230.0,25.0,10.9,1970-01-01,0.0,0.0,0.0
Djibouti,2003-01-01,65.0,7.0,10.8,1970-01-01,0.0,0.0,0.0
Morocco,2002-09-01,325.0,35.0,10.8,2006-09-01,270.0,3.0,11.0
Swaziland,2003-10-01,65.0,7.0,10.8,2003-10-01,30.0,9.0,300.0
Antigua and Barbuda,2004-03-01,19.0,2.0,10.5,2004-03-01,17.0,3.0,176.0
Central African Republic,2005-05-01,105.0,11.0,10.5,1970-01-01,0.0,0.0,0.0
Hungary,2006-04-01,386.0,40.0,10.4,1970-01-01,0.0,0.0,0.0
Kazakhstan,2004-09-01,77.0,8.0,10.4,2004-09-01,39.0,2.0,51.0
Mali,2002-07-01,147.0,15.0,10.2,1970-01-01,0.0,0.0,0.0
Paraguay,2003-04-01,80.0,8.0,10.0,2003-04-01,45.0,4.0,89.0
Cambodia,2003-07-01,123.0,12.0,9.8,2006-01-01,61.0,9.0,148.0
Russian Federation,2003-12-01,447.0,44.0,9.8,1970-01-01,178.0,6.0,34.0
Georgia,2004-03-01,235.0,22.0,9.4,1970-01-01,0.0,0.0,0.0
Japan,2005-09-01,480.0,45.0,9.4,2004-07-01,242.0,35.0,145.0
Malta,2003-04-01,65.0,6.0,9.2,1970-01-01,0.0,0.0,0.0
Malaysia,2004-03-01,219.0,20.0,9.1,2004-03-01,70.0,18.0,257.0
Cameroon,2002-06-01,180.0,16.0,8.9,1970-01-01,0.0,0.0,0.0
Brazil,2006-10-01,513.0,45.0,8.8,2006-10-01,81.0,10.0,123.0
Thailand,2006-10-01,242.0,21.0,8.7,1970-01-01,0.0,0.0,0.0
Ukraine,2006-03-01,450.0,39.0,8.7,1970-01-01,0.0,0.0,0.0
Montenegro,2006-09-01,81.0,7.0,8.6,1970-01-01,0.0,0.0,0.0
Togo,2002-10-01,81.0,7.0,8.6,1970-01-01,0.0,0.0,0.0
Congo,2002-05-01,129.0,11.0,8.5,2005-10-01,60.0,8.0,133.0
Cote d'Ivoire,2000-12-01,223.0,19.0,8.5,1970-01-01,0.0,0.0,0.0
Colombia,2006-03-01,166.0,14.0,8.4,2006-03-01,102.0,12.0,118.0
Dem. Republic of the Congo,2006-07-01,500.0,42.0,8.4,2003-08-01,120.0,3.0,25.0
India,2004-04-01,545.0,45.0,8.3,,242.0,26.0,107.0
Guatemala,2003-11-01,158.0,13.0,8.2,1970-01-01,0.0,0.0,0.0
Somalia,2004-08-01,269.0,21.0,7.8,1970-01-01,0.0,0.0,0.0
Libyan Arab Jamahiriya,2006-03-01,468.0,36.0,7.7,1970-01-01,0.0,0.0,0.0
Kenya,2002-12-01,219.0,16.0,7.3,1970-01-01,0.0,0.0,0.0
Sao Tome and Principe,2006-03-01,55.0,4.0,7.3,1970-01-01,0.0,0.0,0.0
Benin,2003-03-01,83.0,6.0,7.2,1970-01-01,0.0,0.0,0.0
Albania,2005-07-01,140.0,10.0,7.1,1970-01-01,0.0,0.0,0.0
Kiribati,2003-05-01,42.0,3.0,7.1,1970-01-01,0.0,0.0,0.0
Madagascar,2002-12-01,160.0,11.0,6.9,2001-03-01,90.0,10.0,111.0
Belize,2003-03-01,30.0,2.0,6.7,2003-03-01,12.0,3.0,250.0
Mongolia,2004-06-01,76.0,5.0,6.6,1970-01-01,0.0,0.0,0.0
Chad,2002-04-01,155.0,10.0,6.5,1970-01-01,0.0,0.0,0.0
Algeria,2002-05-01,389.0,24.0,6.2,2006-12-01,144.0,4.0,28.0
Nigeria,2003-04-01,360.0,22.0,6.1,2003-04-01,109.0,4.0,37.0
Samoa,2006-03-01,49.0,3.0,6.1,1970-01-01,0.0,0.0,0.0
Nepal,1999-05-01,204.0,12.0,5.9,2001-06-01,18.0,3.0,167.0
Jordan,2003-06-01,110.0,6.0,5.5,2005-11-01,55.0,7.0,127.0
Armenia,2003-05-01,131.0,7.0,5.3,1970-01-01,0.0,0.0,0.0
United Arab Emirates,2006-12-01,20.0,1.0,5.0,1970-01-01,0.0,0.0,0.0
Sri Lanka,2004-04-01,225.0,11.0,4.9,1970-01-01,0.0,0.0,0.0
Lebanon,2005-05-01,128.0,6.0,4.7,1970-01-01,0.0,0.0,0.0
Turkey,2002-11-01,550.0,24.0,4.4,1970-01-01,0.0,0.0,0.0
Iran Islamic Rep. of,2004-02-01,290.0,12.0,4.1,1970-01-01,0.0,0.0,0.0
Vanuatu,2004-07-01,52.0,2.0,3.8,1970-01-01,0.0,0.0,0.0
Tonga,2005-03-01,30.0,1.0,3.3,1970-01-01,0.0,0.0,0.0
Comoros,2004-04-01,33.0,1.0,3.0,1970-01-01,0.0,0.0,0.0
Marshall Islands,2003-11-01,33.0,1.0,3.0,1970-01-01,0.0,0.0,0.0
Bhutan,1970-01-01,150.0,4.0,2.7,1970-01-01,0.0,0.0,0.0
Bahrain,2006-11-01,40.0,1.0,2.5,2006-12-01,40.0,10.0,250.0
Oman,2003-10-01,83.0,2.0,2.4,1970-01-01,58.0,9.0,155.0
Egypt,2005-11-01,442.0,9.0,2.0,2004-05-01,264.0,18.0,68.0
Haiti,2006-02-01,98.0,2.0,2.0,2006-02-01,30.0,4.0,133.0
Kuwait ,2006-06-01,65.0,1.0,1.5,1970-01-01,0.0,0.0,0.0
Papua New Guinea,2002-06-01,109.0,1.0,0.9,1970-01-01,0.0,0.0,0.0
Yemen,2003-04-01,301.0,1.0,0.3,2001-04-01,111.0,2.0,18.0
Saint Lucia,2006-12-01,17.0,0.0,0.0,,11.0,4.0,364.0
Rwanda,2003-10-01,80.0,39.0,488.0,2003-09-01,26.0,9.0,346.0
Netherlands,2006-11-01,150.0,59.0,393.0,2007-05-01,75.0,26.0,347.0
Spain,2004-03-01,350.0,128.0,366.0,2004-03-01,259.0,60.0,232.0
New Zealand,2005-09-01,121.0,40.0,331.0,1970-01-01,0.0,0.0,0.0
Austria,2006-10-01,183.0,60.0,328.0,1970-01-01,61.0,15.0,246.0
The F.Y.R. of Macedonia,2006-07-01,120.0,35.0,292.0,1970-01-01,0.0,0.0,0.0
Lesotho,2007-02-01,119.0,28.0,235.0,2007-03-01,31.0,9.0,290.0
Lithuania,2004-10-01,141.0,32.0,227.0,1970-01-01,0.0,0.0,0.0
Canada,2006-01-01,305.0,65.0,213.0,1970-01-01,93.0,32.0,344.0
Pakistan,2002-10-01,342.0,72.0,211.0,2006-03-01,100.0,17.0,170.0
China,2003-02-01,2963.0,611.0,206.0,1970-01-01,0.0,0.0,0.0
Cambodia,2003-07-01,123.0,24.0,195.0,2006-01-01,61.0,9.0,148.0
United Kingdom,2005-05-01,646.0,126.0,195.0,1970-01-01,750.0,148.0,197.0
France,2007-06-01,577.0,105.0,182.0,2004-09-01,330.0,60.0,182.0
Italy,2006-04-01,630.0,109.0,173.0,2006-04-01,322.0,45.0,140.0
United States of America,2006-11-01,435.0,73.0,168.0,2006-11-01,100.0,16.0,160.0
Dominica,2005-05-01,31.0,5.0,161.0,1970-01-01,0.0,0.0,0.0
Zimbabwe,2005-03-01,150.0,24.0,160.0,2005-11-01,66.0,24.0,364.0
Czech Republic,2006-06-01,200.0,31.0,155.0,2006-10-01,81.0,11.0,136.0
Republic of Korea,2004-04-01,299.0,43.0,144.0,1970-01-01,0.0,0.0,0.0
Djibouti,2003-01-01,65.0,9.0,138.0,1970-01-01,0.0,0.0,0.0
Slovenia,2004-10-01,90.0,11.0,122.0,2002-12-01,40.0,1.0,25.0
Thailand,2007-12-01,477.0,56.0,117.0,1970-01-01,242.0,21.0,87.0
Swaziland,2003-10-01,65.0,7.0,108.0,2003-10-01,30.0,11.0,367.0
Malaysia,2004-03-01,219.0,22.0,100.0,2004-03-01,65.0,18.0,277.0
Paraguay,2003-04-01,80.0,8.0,100.0,2003-04-01,45.0,6.0,133.0
Romania,2004-11-01,330.0,31.0,94.0,2004-11-01,137.0,14.0,102.0
India,2004-04-01,541.0,49.0,91.0,2006-07-01,243.0,24.0,99.0
Kenya ,2007-12-01,207.0,15.0,72.0,1970-01-01,0.0,0.0,0.0
Iran Islamic Republic of,2004-02-01,290.0,12.0,41.0,1970-01-01,0.0,0.0,0.0
Belize,2003-03-01,30.0,1.0,33.0,2003-03-01,13.0,5.0,385.0
Bhutan,2006-01-01,150.0,4.0,27.0,2007-12-01,15.0,3.0,200.0
Sao Tome and Principe,2006-03-01,55.0,1.0,18.0,1970-01-01,0.0,0.0,0.0
Kuwait,2006-06-01,65.0,1.0,15.0,1970-01-01,0.0,0.0,0.0
Qatar,2006-06-01,35.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
United States of America ,2008-11-01,435.0,74.0,170.0,2008-11-01,100.0,17.0,170.0
Kazakhstan,2007-08-01,107.0,17.0,159.0,2008-10-01,47.0,2.0,43.0
Guinea-Bissau,2008-11-01,100.0,10.0,100.0,1970-01-01,0.0,0.0,0.0
Ghana,2008-12-01,228.0,18.0,79.0,1970-01-01,0.0,0.0,0.0
Bangladesh ,2008-12-01,300.0,19.0,63.0,1970-01-01,0.0,0.0,0.0
Turkmenistan,2008-12-01,124.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
South Africa,,397.0,184.0,464.0,,53.0,20.0,377.0
Namibia,,96.0,41.0,427.0,,42.0,10.0,238.0
Belarus,,110.0,44.0,40.0,,56.0,14.0,25.0
United States of America,,426.0,117.0,275.0,,98.0,25.0,255.0
Myanmar,,315.0,53.0,168.0,,160.0,25.0,156.0
India,,543.0,78.0,144.0,,241.0,27.0,112.0
Jordan,,130.0,15.0,115.0,,65.0,7.0,108.0
Belize,,31.0,3.0,9700000000000000.0,,14.0,3.0,214.0
South Africa,,395.0,184.0,466.0,,53.0,22.0,415.0
Canada,,338.0,103.0,305.0,,92.0,45.0,489.0
United States of America,,434.0,120.0,277.0,,100.0,24.0,24.0
Somalia,,275.0,67.0,244.0,,54.0,14.0,259.0
Bulgaria,,240.0,57.0,238.0,,,,
Malaysia,,222.0,33.0,149.0,,54.0,8.0,148.0
Samoa,,51.0,4.0,78.0,,,,
Tonga,,26.0,0.0,0.0,,,,
Norway,1993-09-01,165.0,65.0,394.0,1970-01-01,0.0,0.0,0.0
Netherlands,1994-05-01,150.0,47.0,313.0,1970-01-01,0.0,0.0,0.0
Austria,1995-12-01,183.0,49.0,268.0,1994-11-01,64.0,13.0,203.0
Germany,1994-10-01,672.0,176.0,262.0,1994-10-01,68.0,13.0,191.0
Argentina,1995-05-01,257.0,65.0,253.0,1995-12-01,72.0,2.0,28.0
Spain,1996-03-01,350.0,86.0,246.0,1996-03-01,256.0,34.0,133.0
Viet Nam,1992-07-01,395.0,73.0,185.0,1970-01-01,0.0,0.0,0.0
Namibia,1994-12-01,72.0,13.0,181.0,1994-12-01,26.0,0.0,0.0
Canada,1993-10-01,295.0,53.0,180.0,1994-01-01,104.0,24.0,231.0
Chad,1993-04-01,52.0,9.0,173.0,1970-01-01,0.0,0.0,0.0
Czech Republic,1996-05-01,200.0,30.0,150.0,1996-11-01,81.0,0.0,0.0
Ireland,1992-11-01,166.0,23.0,139.0,1993-02-01,60.0,8.0,133.0
Bulgaria,1994-12-01,240.0,32.0,133.0,1970-01-01,0.0,0.0,0.0
Poland,1993-09-01,460.0,60.0,130.0,1993-09-01,100.0,13.0,130.0
Estonia,1995-03-01,101.0,13.0,129.0,1970-01-01,0.0,0.0,0.0
Indonesia,1992-06-01,500.0,63.0,126.0,1970-01-01,0.0,0.0,0.0
Cameroon,1992-03-01,180.0,22.0,122.0,1970-01-01,0.0,0.0,0.0
Albania,1996-05-01,140.0,17.0,121.0,1970-01-01,0.0,0.0,0.0
Belgium,1995-05-01,150.0,18.0,120.0,1995-05-01,71.0,16.0,225.0
Philippines,1995-05-01,203.0,22.0,108.0,1995-05-01,24.0,4.0,167.0
El Salvador,1994-05-01,84.0,9.0,107.0,1970-01-01,0.0,0.0,0.0
Russian Federation,1995-12-01,450.0,46.0,102.0,1996-01-01,178.0,1.0,6.0
United Kingdom,1992-04-01,651.0,62.0,95.0,1995-01-01,1190.0,82.0,69.0
Lao People's Democratic Rep.,1997-12-01,85.0,8.0,94.0,1970-01-01,0.0,0.0,0.0
Côte d'Ivoire,1995-11-01,168.0,14.0,83.0,1970-01-01,0.0,0.0,0.0
Bahamas,1992-08-01,49.0,4.0,82.0,1992-08-01,16.0,3.0,188.0
Liechtenstein,1993-10-01,25.0,2.0,80.0,1970-01-01,0.0,0.0,0.0
Croatia,1995-10-01,127.0,10.0,79.0,1993-02-01,68.0,3.0,44.0
Tuvalu,1993-11-01,13.0,1.0,77.0,1970-01-01,0.0,0.0,0.0
Romania,1996-11-01,328.0,23.0,70.0,1996-11-01,143.0,3.0,21.0
Bolivia,1993-06-01,130.0,9.0,69.0,1993-06-01,27.0,1.0,37.0
Georgia,1995-11-01,235.0,16.0,68.0,1970-01-01,0.0,0.0,0.0
Algeria,1994-05-01,183.0,12.0,66.0,1970-01-01,0.0,0.0,0.0
France,1993-03-01,577.0,37.0,64.0,1995-09-01,321.0,18.0,56.0
Sierra Leone,1996-02-01,80.0,5.0,63.0,1970-01-01,0.0,0.0,0.0
Liberia,1994-03-01,35.0,2.0,57.0,1970-01-01,0.0,0.0,0.0
Nauru,1995-11-01,18.0,1.0,56.0,1970-01-01,0.0,0.0,0.0
Zaire,1994-04-01,738.0,37.0,50.0,1970-01-01,0.0,0.0,0.0
Iran Islamic Rep. of,1996-03-01,248.0,10.0,40.0,1970-01-01,0.0,0.0,0.0
Ukraine,1995-12-01,450.0,17.0,38.0,1970-01-01,0.0,0.0,0.0
Burkina Faso,1992-05-01,107.0,4.0,37.0,1995-12-01,176.0,21.0,119.0
Andorra,1993-12-01,28.0,1.0,36.0,1970-01-01,0.0,0.0,0.0
Central African Republic,1993-09-01,85.0,3.0,35.0,1970-01-01,0.0,0.0,0.0
Singapore,1991-08-01,81.0,2.0,25.0,1970-01-01,0.0,0.0,0.0
Mali,1992-03-01,129.0,3.0,23.0,1970-01-01,0.0,0.0,0.0
Solomon Islands,1995-11-01,47.0,1.0,21.0,1970-01-01,0.0,0.0,0.0
Bhutan,1996-01-01,150.0,3.0,20.0,1970-01-01,0.0,0.0,0.0
Ethiopia,1995-05-01,550.0,11.0,20.0,1995-05-01,117.0,0.0,0.0
Jordan,1993-11-01,80.0,1.0,13.0,1993-11-01,40.0,2.0,50.0
Papua New Guinea,1992-06-01,109.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Saint Lucia,1992-04-01,18.0,0.0,0.0,1992-04-01,11.0,4.0,364.0
Belarus,1995-11-01,260.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Ecuador,1996-05-01,82.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Gabon,1996-12-01,120.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Ghana,1996-12-01,200.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Iraq,1996-03-01,250.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Niger,1996-11-01,83.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Yugoslavia,1996-11-01,138.0,0.0,0.0,1994-02-01,40.0,1.0,25.0
Pakistan,1970-01-01,0.0,0.0,0.0,1994-03-01,87.0,3.0,34.0
Kazakhstan,1995-12-01,67.0,9.0,134.0,1995-12-01,47.0,4.0,85.0
Chile,1997-12-01,120.0,13.0,108.0,1997-12-01,46.0,2.0,43.0
Algeria,1997-06-01,380.0,12.0,32.0,1997-12-01,144.0,0.0,0.0
Kenya,1997-12-01,210.0,3.0,14.0,1970-01-01,0.0,0.0,0.0
Cuba,1998-01-01,601.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
South Africa,1994-04-01,400.0,118.0,295.0,1994-04-01,54.0,11.0,204.0
Australia,1998-10-01,148.0,33.0,223.0,1998-10-01,76.0,25.0,329.0
Canada,1997-06-01,301.0,62.0,206.0,1998-01-01,103.0,32.0,311.0
United Kingdom,1997-05-01,659.0,120.0,182.0,,1272.0,0.0,0.0
Mexico,1997-07-01,500.0,87.0,174.0,1997-07-01,128.0,19.0,148.0
Czech Republic,1998-06-01,200.0,30.0,150.0,1998-11-01,81.0,0.0,0.0
Jamaica,1997-12-01,59.0,8.0,136.0,1998-01-01,21.0,5.0,238.0
Senegal,1998-05-01,140.0,17.0,121.0,1970-01-01,0.0,0.0,0.0
Zambia,1996-11-01,156.0,16.0,103.0,1970-01-01,0.0,0.0,0.0
India,1998-02-01,543.0,44.0,81.0,1998-03-01,220.0,19.0,86.0
Ukraine,1998-03-01,442.0,35.0,79.0,1970-01-01,0.0,0.0,0.0
Tunisia,1994-03-01,163.0,12.0,74.0,1970-01-01,0.0,0.0,0.0
Burundi,1998-07-01,117.0,7.0,60.0,1970-01-01,0.0,0.0,0.0
Japan,1996-10-01,500.0,24.0,48.0,1998-07-01,252.0,43.0,171.0
Lesotho,1998-05-01,80.0,3.0,38.0,1998-05-01,33.0,0.0,0.0
Kenya,1997-12-01,222.0,8.0,36.0,1970-01-01,0.0,0.0,0.0
Nepal,1994-11-01,205.0,7.0,34.0,1997-06-01,60.0,5.0,83.0
Pakistan,1997-02-01,217.0,5.0,23.0,1997-03-01,87.0,1.0,11.0
Cambodia,1998-07-01,122.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Central African Republic,1998-11-01,109.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Colombia,1998-03-01,165.0,0.0,0.0,1998-03-01,102.0,0.0,0.0
Madagascar,1998-05-01,150.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Paraguay,1998-05-01,80.0,0.0,0.0,1998-05-01,45.0,0.0,0.0
Republic of Moldova,1998-03-01,101.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Saint Vincent & the Grenadines,1998-06-01,21.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Sao Tome and Principe,1998-11-01,55.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Swaziland,1998-10-01,65.0,0.0,0.0,1998-10-01,30.0,0.0,0.0
Venezuela,1998-11-01,207.0,0.0,0.0,1998-11-01,52.0,0.0,0.0
Argentina,1999-10-01,257.0,72.0,280.0,1998-12-01,72.0,4.0,56.0
Belarus,1996-11-01,110.0,5.0,45.0,1997-02-01,63.0,19.0,302.0
Bosnia and Herzegovina,1998-09-01,42.0,12.0,286.0,1998-09-01,15.0,0.0,0.0
Cambodia,1998-07-01,122.0,10.0,82.0,1999-03-01,61.0,0.0,0.0
Canada,1997-06-01,301.0,62.0,206.0,1970-01-01,105.0,32.0,305.0
Croatia,2000-01-01,127.0,0.0,0.0,1997-04-01,68.0,4.0,59.0
Fiji,1999-05-01,71.0,8.0,113.0,1999-06-01,32.0,8.0,250.0
Germany,1998-09-01,669.0,207.0,309.0,2000-01-01,69.0,41.0,594.0
India,1999-09-01,543.0,49.0,90.0,1998-03-01,220.0,19.0,86.0
Malaysia,1999-11-01,192.0,0.0,0.0,1998-03-01,69.0,12.0,174.0
Namibia,1994-12-01,72.0,16.0,222.0,1999-11-01,26.0,2.0,77.0
Nigeria,1999-02-01,360.0,0.0,0.0,1999-02-01,109.0,3.0,28.0
Switzerland,1999-10-01,200.0,45.0,225.0,1999-10-01,46.0,9.0,196.0
United Kingdom,1997-05-01,659.0,121.0,184.0,1970-01-01,666.0,4.0,6.0
Uzbekistan,1999-12-01,250.0,17.0,68.0,1970-01-01,0.0,0.0,0.0
Peru,2000-04-01,120.0,24.0,200.0,1970-01-01,0.0,0.0,0.0
United States of America,2000-11-01,435.0,61.0,140.0,2000-11-01,100.0,13.0,130.0
Japan,2000-06-01,480.0,35.0,73.0,1998-07-01,242.0,43.0,178.0
Egypt,2000-11-01,454.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Palau,2000-11-01,16.0,0.0,0.0,2000-11-01,14.0,0.0,0.0
Sudan,2000-12-01,400.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Thailand,2001-01-01,500.0,0.0,0.0,2000-03-01,200.0,21.0,105.0
Pakistan,2002-10-01,342.0,72.0,211.0,,100.0,0.0,0.0
Bosnia and Herzegovina,2002-10-01,42.0,6.0,143.0,2002-11-01,15.0,0.0,0.0
Congo,2002-05-01,137.0,12.0,88.0,2002-07-01,60.0,9.0,150.0
Serbia and Montenegro,2000-09-01,138.0,10.0,72.0,2000-09-01,40.0,1.0,25.0
Belize,1998-08-01,29.0,2.0,69.0,2002-01-01,8.0,0.0,0.0
Kiribati,2002-12-01,42.0,2.0,48.0,1970-01-01,0.0,0.0,0.0
Turkey,2002-11-01,550.0,20.0,36.0,1970-01-01,0.0,0.0,0.0
Bahrain,2002-10-01,40.0,0.0,0.0,1970-01-01,40.0,5.0,125.0
Cuba,2003-01-01,609.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Lesotho,2002-05-01,120.0,0.0,0.0,1970-01-01,33.0,9.0,273.0
Sierra Leone,2002-05-01,124.0,0.0,0.0,1970-01-01,0.0,0.0,0.0
Belgium,2003-05-01,150.0,53.0,353.0,2003-05-01,71.0,22.0,310.0
Nigeria,2003-04-01,360.0,24.0,67.0,2003-04-01,109.0,3.0,28.0
Fiji,2001-08-01,70.0,4.0,57.0,2001-08-01,30.0,2.0,67.0
Rwanda,2003-09-01,80.0,39.0,488.0,2003-09-01,26.0,9.0,34615.0
Denmark,2001-11-01,179.0,68.0,38.0,1970-01-01,0.0,0.0,0.0
Netherlands,2003-01-01,150.0,55.0,367.0,2003-06-01,75.0,22.0,29333.0
Spain,2004-03-01,350.0,126.0,36.0,2004-03-01,259.0,60.0,23166.0
Belgium,2003-05-01,150.0,52.0,347.0,2003-05-01,71.0,27.0,38028.0
Austria,2002-11-01,183.0,62.0,339.0,1970-01-01,62.0,17.0,27419.0
Argentina,2001-10-01,255.0,86.0,337.0,2001-10-01,72.0,24.0,33333.0
South Africa ,2004-04-01,400.0,131.0,328.0,2004-04-01,54.0,18.0,33333.0
Germany,2002-09-01,601.0,197.0,328.0,1970-01-01,69.0,13.0,18840.0
Belarus,2004-10-01,109.0,32.0,294.0,2004-11-01,57.0,18.0,31578.0
Grenada,2003-11-01,15.0,4.0,267.0,2003-11-01,13.0,4.0,30769.0
Namibia ,2004-11-01,72.0,18.0,25.0,2004-11-01,26.0,7.0,26923.0
Switzerland,2003-10-01,200.0,50.0,25.0,2003-10-01,46.0,11.0,23913.0
Australia ,2004-10-01,150.0,37.0,247.0,2004-10-01,76.0,27.0,35526.0
Mexico,2003-07-01,500.0,113.0,226.0,2000-07-01,128.0,20.0,15625.0
Lithuania,2004-10-01,141.0,31.0,22.0,1970-01-01,0.0,0.0,0.0
Pakistan,2002-10-01,342.0,73.0,213.0,2003-03-01,100.0,18.0,18.0
Canada,2004-06-01,308.0,65.0,211.0,1970-01-01,89.0,33.0,37078.0
Latvia,2002-10-01,100.0,21.0,21.0,1970-01-01,0.0,0.0,0.0
